Species_ID,Name,Genus,Family,Order,Class,Phylum,Kingdom,Superkingdom
1859475 , Floricoccus penangensis  , Floricoccus , Streptococcaceae , Lactobacillales , Bacilli , Bacillota , , Bacteria 
1861 , Geodermatophilus obscurus  , Geodermatophilus , Geodermatophilaceae , Geodermatophilales , Actinomycetes , Actinomycetota , , Bacteria 
186165 , Euprosterna elaeasa virus  , Alphapermutotetravirus , Permutotetraviridae , , , , Orthornavirae , Viruses 
186189 , Xylanimonas cellulosilytica  , Xylanimonas , Promicromonosporaceae , Micrococcales , Actinomycetes , Actinomycetota , , Bacteria 
186192 , Marinithermus hydrothermalis  , Marinithermus , Thermaceae , Thermales , Deinococci , Deinococcota , , Bacteria 
1862145 , Nisaea acidiphila  , Nisaea , Thalassobaculaceae , Rhodospirillales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1863 , Dermatophilus congolensis  , Dermatophilus , Dermatophilaceae , Micrococcales , Actinomycetes , Actinomycetota , , Bacteria 
186490 , Candidatus Baumannia cicadellinicola  , Candidatus Baumannia , , , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1866 , Actinoplanes missouriensis  , Actinoplanes , Micromonosporaceae , Micromonosporales , Actinomycetes , Actinomycetota , , Bacteria 
1866326 , Hyphococcus flavus  , Hyphococcus , Parvularculaceae , Parvularculales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1867719 , Phyllobacterium zundukense  , Phyllobacterium , Phyllobacteriaceae , Hyphomicrobiales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
186772 , Saccharomyces 20S RNA narnavirus  , Narnavirus , Narnaviridae , Wolframvirales , Amabiliviricetes , Lenarviricota , Orthornavirae , Viruses 
186786 , Ourmia melon virus  , Ourmiavirus , Botourmiaviridae , Ourlivirales , Miaviricetes , Lenarviricota , Orthornavirae , Viruses 
1868589 , Phreatobacter cathodiphilus  , Phreatobacter , Phreatobacteraceae , Hyphomicrobiales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1870985 , Arabiibacter massiliensis  , Arabiibacter , Eggerthellaceae , Eggerthellales , Coriobacteriia , Actinomycetota , , Bacteria 
187101 , Sneathia vaginalis  , Sneathia , Leptotrichiaceae , Fusobacteriales , Fusobacteriia , Fusobacteriota , , Bacteria 
1871025 , Ndongobacter massiliensis  , Ndongobacter , , , , Bacillota , , Bacteria 
1871034 , Vaginimicrobium propionicum  , Vaginimicrobium , Propionibacteriaceae , Propionibacteriales , Actinomycetes , Actinomycetota , , Bacteria 
1871153 , Nylanderia fulva virus 1  , Nyfulvavirus , Solinviviridae , Picornavirales , Pisoniviricetes , Pisuviricota , Orthornavirae , Viruses 
187137 , Oceanithermus profundus  , Oceanithermus , Thermaceae , Thermales , Deinococci , Deinococcota , , Bacteria 
187145 , Caldithrix abyssi  , Caldithrix , Calditrichaceae , Calditrichales , Calditrichia , Calditrichota , , Bacteria 
1873524 , Halodesulfurarchaeum formicicum  , Halodesulfurarchaeum , Halobacteriaceae , Halobacteriales , Halobacteria , Euryarchaeota , , Archaea 
1873698 , Pteropox virus  , Pteropopoxvirus , Poxviridae , Chitovirales , Pokkesviricetes , Nucleocytoviricota , Bamfordvirae , Viruses 
1874277 , Conexivisphaera calida  , Conexivisphaera , Conexivisphaeraceae , Conexivisphaerales , Conexivisphaeria , Nitrososphaerota , , Archaea 
187493 , Thalassolituus oleivorans  , Thalassolituus , Oceanospirillaceae , Oceanospirillales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1878942 , Candidatus Fukatsuia symbiotica  , Candidatus Fukatsuia , Yersiniaceae , Enterobacterales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1882682 , Microvirga ossetica  , Microvirga , Methylobacteriaceae , Hyphomicrobiales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1882918 , Pajaroellobacter abortibovis  , Pajaroellobacter , Polyangiaceae , Polyangiales , , Myxococcota , , Bacteria 
1883371 , Erwinia phage vB_EamM_ChrisDB  , Machinavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1883414 , Pistricoccus aurantiacus  , Pistricoccus , Halomonadaceae , Oceanospirillales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
188350 , Bruynoghevirus PaP3  , Bruynoghevirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1884450 , Husa-like virus KS-2016a  , Husavirus , , Picornavirales , Pisoniviricetes , Pisuviricota , Orthornavirae , Viruses 
1884453 , Sunshinevirus reptilis  , Sunshinevirus , Sunviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
1884460 , Anphevirus xinchengense  , Anphevirus , Xinmoviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
1884461 , Arlivirus arachnae  , Arlivirus , Lispiviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
1884634 , Candidatus Nanopelagicus limnes  , Candidatus Nanopelagicus , Candidatus Nanopelagicaceae , Candidatus Nanopelagicales , Actinomycetes , Actinomycetota , , Bacteria 
1884914 , Candidatus Planktophila dulcis  , Candidatus Planktophila , Candidatus Nanopelagicaceae , Candidatus Nanopelagicales , Actinomycetes , Actinomycetota , , Bacteria 
188913 , Cetobacterium somerae  , Cetobacterium , Fusobacteriaceae , Fusobacteriales , Fusobacteriia , Fusobacteriota , , Bacteria 
1891207 , Thaumasiovibrio subtropicus  , Thaumasiovibrio , Vibrionaceae , Vibrionales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1891644 , Epidermidibacterium keratini  , Epidermidibacterium , Sporichthyaceae , Sporichthyales , Actinomycetes , Actinomycetota , , Bacteria 
1891729 , Alphapolyomavirus mauratus  , Alphapolyomavirus , Polyomaviridae , Sepolyvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1891746 , Gammapolyomavirus anseris  , Gammapolyomavirus , Polyomaviridae , Sepolyvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1891754 , Epsilonpolyomavirus bovis  , Epsilonpolyomavirus , Polyomaviridae , Sepolyvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1891755 , Thetapolyomavirus censtriata  , Thetapolyomavirus , Polyomaviridae , Sepolyvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1891756 , Zetapolyomavirus delphini  , Zetapolyomavirus , Polyomaviridae , Sepolyvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1891770 , Betapolyomavirus secumuris  , Betapolyomavirus , Polyomaviridae , Sepolyvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1891926 , Fuerstiella marisgermanici  , Fuerstiella , Planctomycetaceae , Planctomycetales , Planctomycetia , Planctomycetota , , Bacteria 
189381 , Rossellomorea marisflavi  , Rossellomorea , Bacillaceae , Bacillales , Bacilli , Bacillota , , Bacteria 
1894999 , Enhydrobacter sp.  , Enhydrobacter , , Hyphomicrobiales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1896196 , Porphyrobacter sp. LM 6  , Porphyrobacter , Erythrobacteraceae , Sphingomonadales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1898042 , Pseudovibrio brasiliensis  , Pseudovibrio , Stappiaceae , Hyphomicrobiales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1898749 , Candidatus Nitrosomarinus catalina  , Candidatus Nitrosomarinus , Nitrosopumilaceae , Nitrosopumilales , Nitrososphaeria , Nitrososphaerota , , Archaea 
19 , Syntrophotalea carbinolica  , Syntrophotalea , Syntrophotaleaceae , Desulfuromonadales , Desulfuromonadia , Thermodesulfobacteriota , , Bacteria 
190064 , Fowl aviadenovirus D  , Aviadenovirus , Adenoviridae , Rowavirales , Tectiliviricetes , Preplasmiviricota , Bamfordvirae , Viruses 
1903276 , Candidatus Nitrosotalea okcheonensis  , Candidatus Nitrosotalea , , , , Nitrososphaerota , , Archaea 
1903694 , Oceanisphaera avium  , Oceanisphaera , Aeromonadaceae , Aeromonadales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1903704 , Tumebacillus avium  , Tumebacillus , Alicyclobacillaceae , Bacillales , Bacilli , Bacillota , , Bacteria 
1906741 , Jeongeupia sp. USM3  , Jeongeupia , Chitinibacteraceae , Neisseriales , Betaproteobacteria , Pseudomonadota , , Bacteria 
1906744 , Rodentibacter heylii  , Rodentibacter , Pasteurellaceae , Pasteurellales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1907662 , Raoultibacter timonensis  , Raoultibacter , Eggerthellaceae , Eggerthellales , Coriobacteriia , Actinomycetota , , Bacteria 
1908198 , Salinivibrio kushneri  , Salinivibrio , Vibrionaceae , Vibrionales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1910935 , Agatevirus agate  , Agatevirus , Herelleviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1911006 , Cornellvirus SP31  , Cornellvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1911010 , Kagunavirus K1H  , Kagunavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1911586 , Marinilactibacillus sp. 15R  , Marinilactibacillus , Carnobacteriaceae , Lactobacillales , Bacilli , Bacillota , , Bacteria 
1912795 , Boudabousia tangfeifanii  , Boudabousia , Actinomycetaceae , Actinomycetales , Actinomycetes , Actinomycetota , , Bacteria 
1913578 , Sphingorhabdus lutea  , Sphingorhabdus , Sphingomonadaceae , Sphingomonadales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1913656 , Karamvirus cc31  , Karamvirus , Straboviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1913658 , Gelderlandvirus s16  , Gelderlandvirus , Straboviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1913995 , Gaprivervirus sp18  , Gaprivervirus , Straboviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1914019 , Schizotequatrovirus KVP40  , Schizotequatrovirus , Straboviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1914020 , Mylasvirus persius  , Mylasvirus , Straboviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1914161 , Mosigvirus RB69  , Mosigvirus , Straboviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1914471 , Sulfuritortus calidifontis  , Sulfuritortus , Thiobacillaceae , Nitrosomonadales , Betaproteobacteria , Pseudomonadota , , Bacteria 
1914568 , Potamipivirus A  , Potamipivirus , Picornaviridae , Picornavirales , Pisoniviricetes , Pisuviricota , Orthornavirae , Viruses 
1914574 , Limnipivirus A  , Limnipivirus , Picornaviridae , Picornavirales , Pisoniviricetes , Pisuviricota , Orthornavirae , Viruses 
1914853 , Vequintavirus V5  , Vequintavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1914897 , Certrevirus CR3  , Certrevirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
191495 , Conexibacter woesei  , Conexibacter , Conexibacteraceae , Solirubrobacterales , Thermoleophilia , Actinomycetota , , Bacteria 
1915078 , Thioclava nitratireducens  , Thioclava , Paracoccaceae , Rhodobacterales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1915209 , Obolenskvirus AP22  , Obolenskvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1915309 , Silvanigrella aquatica  , Silvanigrella , Silvanigrellaceae , Silvanigrellales , Oligoflexia , Bdellovibrionota , , Bacteria 
191579 , Fluviicola taffensis  , Fluviicola , Crocinitomicaceae , Flavobacteriales , Flavobacteriia , Bacteroidota , , Bacteria 
1917421 , Ketobacter alkanivorans  , Ketobacter , Alcanivoracaceae , Oceanospirillales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1917485 , Sulfitobacter alexandrii  , Sulfitobacter , Roseobacteraceae , Rhodobacterales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1917980 , Maize aumaivirus 1  , Aumaivirus , , , , , , Viruses 
1918005 , Bequatrovirus B4  , Bequatrovirus , Herelleviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1918011 , Bastillevirus bastille  , Bastillevirus , Herelleviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1918014 , Botrytis porri botybirnavirus 1  , Botybirnavirus , , , , , Orthornavirae , Viruses 
1918194 , Helsingorvirus Cba171  , Helsingorvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1918525 , Lightbulbvirus Cba172  , Lightbulbvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1918720 , Cbastvirus ST  , Cbastvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1918722 , Siminovitchvirus CP51  , Siminovitchvirus , Herelleviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1918727 , Jilinvirus ep3  , Jilinvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1918729 , Dyochipapillomavirus 1  , Dyochipapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1918731 , Dyoomegapapillomavirus 1  , Dyoomegapapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1920493 , Dyophipapillomavirus 1  , Dyophipapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1920498 , Dyopsipapillomavirus 1  , Dyopsipapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
192073 , Shewanella denitrificans  , Shewanella , Shewanellaceae , Alteromonadales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1920749 , Candidatus Mancarchaeum acidiphilum  , Candidatus Mancarchaeum , , , , Candidatus Micrarchaeota , , Archaea 
1920751 , Mapvirus Ff47  , Mapvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1920754 , Gamaleyavirus G7C  , Gamaleyavirus , Schitoviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1920763 , Litunavirus LIT1  , Litunavirus , Schitoviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1920772 , Gentian ovary ringspot virus  , Goravirus , Virgaviridae , Martellivirales , Alsuviricetes , Kitrinoviricota , Orthornavirae , Viruses 
1920777 , Drulisvirus KP34  , Drulisvirus , Autographiviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1920883 , Marivivens sp. JLT3646  , Marivivens , Paracoccaceae , Rhodobacterales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1920998 , Rogunavirus Jk06  , Rogunavirus , Drexlerviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921008 , Tunavirus T1  , Tunavirus , Drexlerviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921018 , Nitunavirus NIT1  , Nitunavirus , Herelleviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921086 , Mariprofundus aestuarium  , Mariprofundus , Mariprofundaceae , Mariprofundales , Zetaproteobacteria , Pseudomonadota , , Bacteria 
1921118 , Nonagvirus nv9g  , Nonagvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921123 , Nonanavirus nv9NA  , Nonanavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921130 , Homburgvirus P70  , Homburgvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921188 , Pagevirus pony  , Pagevirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921411 , Pakpunavirus PAKP1  , Pakpunavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921432 , Panicum papanivirus 1  , Papanivirus , , , , , , Viruses 
1921436 , Psavirus PSA  , Psavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921510 , Tardibacter chloracetimidivorans  , Tardibacter , Sphingomonadaceae , Sphingomonadales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1921526 , Kleczkowskavirus RHEph4  , Kleczkowskavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921545 , Septimatrevirus sv73  , Septimatrevirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921548 , Kilunavirus KL1  , Kilunavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921554 , Seuratvirus cajan  , Seuratvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921698 , Mardecavirus MAR10  , Mardecavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921705 , Tegunavirus r1rt  , Tegunavirus , Straboviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921710 , Slashvirus slash  , Slashvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1921773 , Treisdeltapapillomavirus 1  , Treisdeltapapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1921778 , Treisepsilonpapillomavirus 1  , Treisepsilonpapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1921824 , Treisetapapillomavirus 1  , Treisetapapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1922208 , Treiszetapapillomavirus 1  , Treiszetapapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1922212 , Vhmlvirus VHML  , Vhmlvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1922242 , Macrobrachium satellite virus 1  , Macronovirus , Sarthroviridae , , , , , Viruses 
1922247 , Sextaecvirus SEP9  , Sextaecvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1922328 , Wphvirus WPh  , Wphvirus , Herelleviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1922331 , Enhodamvirus VP2  , Enhodamvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1923469 , Shuangao insect virus 8  , Sopolycivirus , Polycipiviridae , Picornavirales , Pisoniviricetes , Pisuviricota , Orthornavirae , Viruses 
1925548 , Candidatus Fonsibacter ubiquis  , Candidatus Fonsibacter , , Candidatus Pelagibacterales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1925781 , Nankokuvirus KPP10  , Nankokuvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1925803 , Tobacco virtovirus 1  , Virtovirus , , , , , , Viruses 
1926511 , Livupivirus A  , Livupivirus , Picornaviridae , Picornavirales , Pisoniviricetes , Pisuviricota , Orthornavirae , Viruses 
1926868 , Paenacidovorax monticola  , Paenacidovorax , Comamonadaceae , Burkholderiales , Betaproteobacteria , Pseudomonadota , , Bacteria 
1927128 , Candidatus Enterovibrio luxaltus  , Enterovibrio , Vibrionaceae , Vibrionales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
192843 , Rhodoferax ferrireducens  , Rhodoferax , Comamonadaceae , Burkholderiales , Betaproteobacteria , Pseudomonadota , , Bacteria 
1930071 , Methylomusa anaerophila  , Methylomusa , Sporomusaceae , Selenomonadales , Negativicutes , Bacillota , , Bacteria 
1930273 , Rubripirellula lacrimiformis  , Rubripirellula , Pirellulaceae , Pirellulales , Planctomycetia , Planctomycetota , , Bacteria 
1930274 , Roseimaritima multifibrata  , Roseimaritima , Pirellulaceae , Pirellulales , Planctomycetia , Planctomycetota , , Bacteria 
1930276 , Adhaeretor mobilis  , Adhaeretor , Lacipirellulaceae , Pirellulales , Planctomycetia , Planctomycetota , , Bacteria 
1930277 , Rosistilla ulvae  , Rosistilla , Pirellulaceae , Pirellulales , Planctomycetia , Planctomycetota , , Bacteria 
1930593 , Candidatus Velamenicoccus archaeovorus  , Candidatus Velamenicoccus , , , , Candidatus Omnitrophota , , Bacteria 
193121 , Pea enation mosaic virus 1  , Enamovirus , Solemoviridae , Sobelivirales , Pisoniviricetes , Pisuviricota , Orthornavirae , Viruses 
1932910 , Dyotaupapillomavirus 1  , Dyotaupapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1932912 , Dyoupsilonpapillomavirus 1  , Dyoupsilonpapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1932923 , Cafeteriavirus-dependent mavirus  , Mavirus , Lavidaviridae , Priklausovirales , Maveriviricetes , Preplasmiviricota , Bamfordvirae , Viruses 
1932927 , Mimivirus-dependent virus Sputnik  , Sputnikvirus , Lavidaviridae , Priklausovirales , Maveriviricetes , Preplasmiviricota , Bamfordvirae , Viruses 
1933880 , Glutamicibacter halophytocola  , Glutamicibacter , Micrococcaceae , Micrococcales , Actinomycetes , Actinomycetota , , Bacteria 
1935379 , Leucobacter muris  , Leucobacter , Microbacteriaceae , Micrococcales , Actinomycetes , Actinomycetota , , Bacteria 
1936003 , Anaerohalosphaera lusitana  , Anaerohalosphaera , Anaerohalosphaeraceae , Sedimentisphaerales , Phycisphaerae , Planctomycetota , , Bacteria 
1936021 , Thermosulfuriphilus ammonigenes  , Thermosulfuriphilus , Thermodesulfobacteriaceae , Thermodesulfobacteriales , Thermodesulfobacteria , Thermodesulfobacteriota , , Bacteria 
1936081 , Seonamhaeicola sp. S2-3  , Seonamhaeicola , Flavobacteriaceae , Flavobacteriales , Flavobacteriia , Bacteroidota , , Bacteria 
1938604 , Aquaspirillum sp. LM1  , Aquaspirillum , Aquaspirillaceae , Neisseriales , Betaproteobacteria , Pseudomonadota , , Bacteria 
1940612 , Pigmentiphaga aceris  , Pigmentiphaga , Alcaligenaceae , Burkholderiales , Betaproteobacteria , Pseudomonadota , , Bacteria 
1940790 , Sedimentisphaera cyanobacteriorum  , Sedimentisphaera , Sedimentisphaeraceae , Sedimentisphaerales , Phycisphaerae , Planctomycetota , , Bacteria 
194196 , Alysiella filiformis  , Alysiella , Neisseriaceae , Neisseriales , Betaproteobacteria , Pseudomonadota , , Bacteria 
1943633 , Ponticoccus alexandrii  , Ponticoccus , Roseobacteraceae , Rhodobacterales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
194441 , Primate T-lymphotropic virus 2  , Deltaretrovirus , Retroviridae , Ortervirales , Revtraviricetes , Artverviricota , Pararnavirae , Viruses 
1944646 , Phoenicibacter congonensis  , Phoenicibacter , Eggerthellaceae , Eggerthellales , Coriobacteriia , Actinomycetota , , Bacteria 
1945565 , Guelphvirus ACGM12  , Guelphvirus , Drexlerviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1945589 , Alphatrevirus alpha3  , Alphatrevirus , Microviridae , Petitvirales , Malgrandaviricetes , Phixviricota , Sangervirae , Viruses 
194699 , Rauchvirus BPP1  , Rauchvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
194802 , Vipivirus canadense  , Vipivirus , Zobellviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
194965 , Aichivirus B  , Kobuvirus , Picornaviridae , Picornavirales , Pisoniviricetes , Pisuviricota , Orthornavirae , Viruses 
194966 , Zindervirus SP6  , Zindervirus , Autographiviridae , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
195105 , Haematobacter massiliensis  , Haematobacter , Paracoccaceae , Rhodobacterales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
195913 , Loktanella salsilacus  , Loktanella , Roseobacteraceae , Rhodobacterales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1961787 , Dyokappapapillomavirus 2  , Dyokappapapillomavirus , Papillomaviridae , Zurhausenvirales , Papovaviricetes , Cossaviricota , Shotokuvirae , Viruses 
1962974 , Geothrix sp.  , Geothrix , Holophagaceae , Holophagales , Holophagae , Acidobacteriota , , Bacteria 
1965384 , Kolesnikvirus Ea214  , Kolesnikvirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1966265 , Tsukubavirus OP2  , Tsukubavirus , , , Caudoviricetes , Uroviricota , Heunggongvirae , Viruses 
1967665 , Cognaticolwellia beringensis  , Cognaticolwellia , Colwelliaceae , Alteromonadales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1968839 , Thermoflavifilum sp.  , Thermoflavifilum , Chitinophagaceae , Chitinophagales , Chitinophagia , Bacteroidota , , Bacteria 
1969806 , Acidibrevibacterium fodinaquatile  , Acidibrevibacterium , Acetobacteraceae , Rhodospirillales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
1969821 , Ciceribacter thiooxidans  , Ciceribacter , Rhizobiaceae , Hyphomicrobiales , Alphaproteobacteria , Pseudomonadota , , Bacteria 
197 , Campylobacter jejuni  , Campylobacter , Campylobacteraceae , Campylobacterales , Epsilonproteobacteria , Campylobacterota , , Bacteria 
1971236 , Tobacco albetovirus 2  , Albetovirus , , , , , , Viruses 
197162 , Deferribacter desulfuricans  , Deferribacter , Deferribacteraceae , Deferribacterales , Deferribacteres , Deferribacterota , , Bacteria 
1972068 , Sulfurivermis fontis  , Sulfurivermis , Thioalkalispiraceae , Chromatiales , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1972134 , endosymbiont of Sipalinus gigas  , Candidatus Nardonella , , , Gammaproteobacteria , Pseudomonadota , , Bacteria 
1972577 , Vesiculovirus indiana  , Vesiculovirus , Rhabdoviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
1972580 , Tupavirus tupaia  , Tupavirus , Rhabdoviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
1972584 , Tibrovirus tibrogargan  , Tibrovirus , Rhabdoviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
1972593 , Ephemerovirus febris  , Ephemerovirus , Rhabdoviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
1972626 , Hapavirus wongabel  , Hapavirus , Rhabdoviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
1972686 , Almendravirus almendras  , Almendravirus , Rhabdoviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
197482 , Malaciobacter halophilus  , Malaciobacter , Arcobacteraceae , Campylobacterales , Epsilonproteobacteria , Campylobacterota , , Bacteria 
1977105 , Crustavirus wenzhouense  , Crustavirus , Nyamiviridae , Mononegavirales , Monjiviricetes , Negarnaviricota , Orthornavirae , Viruses 
1977140 , Fibrovirus VGJ  , Fibrovirus , Inoviridae , Tubulavirales , Faserviricetes , Hofneiviricota , Loebvirae , Viruses 
1977297 , Habenivirus RSM1  , Habenivirus , Inoviridae , Tubulavirales , Faserviricetes , Hofneiviricota , Loebvirae , Viruses 
1977306 , Saetivirus fs2  , Saetivirus , Inoviridae , Tubulavirales , Faserviricetes , Hofneiviricota , Loebvirae , Viruses 
1977402 , Inovirus M13  , Inovirus , Inoviridae , Tubulavirales , Faserviricetes , Hofneiviricota , Loebvirae , Viruses 
1977408 , Vespertiliovirus C74  , Vespertiliovirus , Plectroviridae , Tubulavirales , Faserviricetes , Hofneiviricota , Loebvirae , Viruses 
1977411 , Infulavirus If1  , Infulavirus , Inoviridae , Tubulavirales , Faserviricetes , Hofneiviricota , Loebvirae , Viruses 
1977412 , Bifilivirus B5  , Bifilivirus , Paulinoviridae , Tubulavirales , Faserviricetes , Hofneiviricota , Loebvirae , Viruses 
